GeneID,67_S53,68_S54
Sult2a5,0,0
Ccn2,0,0
Gm3402,0,0
Lancl1,1545,1466
4930595D18Rik,4,8
1810063I02Rik,0,0
Gzmm,13,28
Tm4sf20,0,0
Dhh,21,9
Gm11549,0,0
Krt79,0,0
Phf11c,0,0
Prdm15,79,94
Cldn24,0,0
A130010J15Rik,64,73
Zglp1,6,4
Spdya,0,1
Lor,0,0
Rilpl1,320,195
1700120K04Rik,3,5
5430405H02Rik,54,48
Mir706,1,0
Sh2d6,0,0
Dcaf1,591,843
Tyro3,268,457
Cks2,893,851
C530044C16Rik,0,0
4930471M09Rik,1,2
4933407G14Rik,0,0
Ttc32,96,75
C4bp-ps1,0,0
2900093K20Rik,12,21
2900052L18Rik,4,2
Tas2r119,0,0
Tas2r105,0,0
Edem1,9431,8455
Ubr1,483,461
Htr5b,0,0
Olfr1264,0,0
B3gnt7,14,0
Dok4,100,95
Serpinb9b,902,742
Mmd2,0,0
Lim2,0,0
Tubb4b,7815,7667
Mgat5b,0,0
Slc39a7,4310,3706
H1f0,7900,7045
Gzmk,1095,1477
Cyp26a1,0,0
Axin2,3,1
Cd300lf,0,3
Krt12,0,0
Krt10,40,27
Kcnab3,94,203
Acaa1a,3152,2335
Akr1d1,0,0
Cox6c,7835,6652
Chrac1,1258,1205
Clca3a2,0,0
Zfp524,521,466
Olfr907,0,0
Olfr905,0,0
Olfr906,0,0
Olfr902,0,0
Olfr904,0,0
Olfr878,0,0
Olfr1502,0,0
Olfr1499,0,0
Olfr812,0,0
Olfr1263,0,0
Olfr1271,0,0
Olfr1246,0,0
Olfr1248,0,0
Olfr1238,0,0
Olfr1230,0,0
Olfr1245,0,0
Olfr920,0,0
Olfr914,0,0
Olfr916,0,0
Olfr26,0,0
Olfr922,0,0
Olfr715,0,0
Olfr196,0,0
Fezf2,6,13
Rfc5,2000,1824
Ace,243,411
Rbm18,553,766
Gm7457,0,1
Mib2,489,690
Adamtsl5,161,143
Chtf18,463,615
Galnt7,753,679
Fcgr4,0,0
Clec2d,28,57
St3gal3,149,115
Gm10857,0,0
Vmn1r175,0,0
Vmn1r127,0,0
Vmn1r129,0,0
Vmn1r160,0,0
Mir8093,0,0
Gsx1,0,0
Olfr444,0,0
Olfr441,0,0
Zfp352,0,0
Olfr435,0,0
Olfr418,0,0
Olfr1166,0,0
Olfr1160,0,0
Olfr1154,0,0
Olfr152,0,0
Olfr1158,0,0
Olfr1163,0,0
Olfr1155,0,0
Olfr1164,0,0
Olfr1153,0,0
Olfr1138,0,0
Ciao2b,1617,1312
Srgap3,472,567
Tnfrsf19,3,0
Mir505,0,0
Gm38999,0,0
Gm42372,29,15
Mir215,0,0
Pex12,171,185
Fam172a,1243,1092
Vinac1,0,0
4930459L07Rik,0,0
Ass1,3,0
Rptoros,10,1
Commd7,2226,1909
Fkbp6,0,0
Cnnm4,221,302
Mdga2,0,0
Gm5420,0,0
Cdc42,21521,20581
Gm4737,15,12
Eif4g1,4755,4031
BC048559,3,0
9030616G12Rik,0,0
4930521O17Rik,0,0
Ncoa4,492,569
Gm5083,0,0
Gm16551,0,0
3110056K07Rik,76,104
Gm28178,0,0
Gm29678,0,0
Gm28856,0,0
Cnbd2,34,41
Wdr19,91,123
4930442J19Rik,0,0
Gm11992,8,26
Nudt10,0,1
Gm20868,0,0
Tgm5,0,0
Ildr2,0,0
B230312C02Rik,0,0
Tcte2,0,2
Eaf1,829,713
Aars,5226,4517
1700041C23Rik,0,0
Rpl10l,0,0
Naf1,102,76
Tmbim6,7619,7237
Cpne4,0,0
Dgkeos,2,0
Mir7646,0,0
Mir8099-1,0,0
Mir8096,2,1
Rmnd5b,2241,2093
Prr13,10064,9910
Dnase2b,0,1
Zfp759,20,8
Cyp2t4,2,2
Mfsd4b1,0,0
Gtf2a1,537,550
Usp26,0,0
Tdrd1,0,0
Rhbdl1,6,12
Gbgt1,0,0
Rab40c,135,215
H2-T24,90,50
4930540M03Rik,0,0
Olfr66,0,0
Gm17634,2,2
E130218I03Rik,3,0
Prr12,152,86
Tmc5,0,0
Sco2,0,0
Garem2,0,12
Skint5,1,0
Dalir,0,0
Cuzd1,0,2
Hikeshi,1773,1534
Phkg2,393,352
Tmem256,2762,2124
Ptpa,4371,3971
Gucy2c,25,5
Rpl14-ps1,841,652
Lcn9,0,0
Jph3,0,8
1700019N19Rik,4,0
Calb1,0,0
1700016K19Rik,0,0
Cul1,1642,1891
Mir7070,0,0
Kcne3,0,0
Aurkc,0,0
Fpr3,0,0
Il18rap,1361,1307
Clec2g,0,0
Cisd3,1570,1181
Zfp704,0,0
9130015A21Rik,5,2
Edc4,1672,1664
Bpifa2,0,0
Nrde2,676,575
Gm10352,0,0
Gm20611,0,0
0610043K17Rik,0,1
Mir7026,0,0
BC048602,0,0
Gm20740,0,0
Serpinb6c,0,0
Col6a4,0,1
1810062O18Rik,2,4
Zfp874a,64,121
Spata31d1d,0,0
S1pr5,0,0
Zfp330,1267,1155
Mir7072,0,0
Maff,366,301
2700038G22Rik,34,53
Dpf2,1947,2071
Ube2d2b,0,0
Cks1b,2524,2467
Apoc3,0,2
Abcb10,899,804
Uba2,3527,3704
Psg16,0,0
Atxn7l1os2,0,0
Skap1,7599,7850
Arhgef18,288,403
4930511E03Rik,0,0
Kcnh2,13,9
Gm13490,0,0
Amtn,0,0
Pi15,0,0
Samd14,4,0
BC016548,0,0
Zkscan16,0,0
Sall2,54,53
Nicn1,271,341
Tmsb15b2,0,0
Galnt2,2166,2728
Hipk3,487,888
4933400B14Rik,0,0
Usp40,159,236
Mir6902,2,0
Mir6901,0,0
Mir6900,0,0
Rassf6,90,46
Ttpa,0,0
4933407L21Rik,0,0
Pla2g10os,0,0
Kif9,90,109
Arhgef15,0,1
Vmn1r176,0,0
Vmn1r39,0,0
Vmn1r34,0,0
Vmn1r173,0,0
Zfp935,145,109
Rnf217,56,32
Agbl4,0,0
Clk1,315,357
Mir466,0,0
Gm3137,0,0
Cenpt,597,625
Lypd6,0,0
Gm20063,0,0
2610035F20Rik,0,0
Hbb-bh2,0,0
Gpx4,4443,3860
Il3ra,588,471
Ndufa4,1722,1253
Nfatc2ip,165,145
Snhg12,23,21
Rasal3,8165,8476
Krtap4-8,0,0
Nudt22,433,345
Vps33a,1147,1048
Gm17644,0,0
Gm1993,0,0
Marchf10,0,0
Zfp977,0,0
1810013A23Rik,0,0
5430428K19Rik,0,0
Wdr74,1311,871
Aoc3,0,1
Anxa5,6169,5035
Cebpg,690,600
B230217O12Rik,25,21
Vmn2r16,0,0
Relt,443,383
Tmem69,174,121
Skint11,0,0
Ttc17,344,420
Arhgef26,0,2
Eef1akmt4,108,82
Mcoln1,804,779
Dnajc5g,0,0
Ly6k,51,65
Sat2,0,0
Ptms,705,533
C1qtnf3,13,1
Cldn23,2,0
Abcc3,10,35
Galnt12,1149,978
Abhd17b,583,652
Tmem119,351,271
D030025P21Rik,0,0
Snord123,0,0
Poldip2,1394,1280
1700001G01Rik,0,0
4930539C22Rik,0,0
Gm16386,40,13
Asic1,3,2
Gm13278,0,0
Gm2002,0,0
Iqsec2,4,3
Npas2,31,71
Gm5592,0,0
Sec1,0,2
Sprr2k,0,0
Sprr2i,0,0
Sprr2e,0,0
Sprr2b,0,0
Il4i1,0,0
Fhl3,97,57
Pign,273,335
Asxl2,392,460
Pdp2,171,193
Rpp21,986,773
Sfr1,3573,3391
4930447M23Rik,0,0
Elk3,2257,2160
Gm4302,0,0
Tex11,0,0
Sdr16c6,0,0
Erich6,0,0
Oas1b,26,18
0610040F04Rik,34,12
1700034K08Rik,0,0
4930568E12Rik,0,0
1700003M07Rik,0,0
Prl7a2,0,0
Cnot8,1728,1621
1700027I24Rik,0,0
Rbp3,0,0
Pias1,1077,1255
Foxl2,0,0
Ttr,0,0
Gm20744,0,0
Kmt2c,773,690
Olfr311,0,0
Olfr313,0,0
Olfr1370,0,0
Olfr1368,0,0
Olfr1367,0,0
Olfr1170,0,0
Olfr1168,0,0
Gm11554,0,0
Map2,0,5
Mt4,0,0
Mt2,7725,6029
Msi1,0,0
Msh2,1521,1799
Meis3,299,378
Mrc2,0,0
Rack1,18425,13422
Gnb1,13678,12418
Itgae,893,14606
St8sia2,0,0
4930522P08Rik,22,11
Crot,1089,1434
Cd3d,20776,19160
Myo1h,6,19
4930539M17Rik,0,0
Mthfd1l,2657,2494
Gpsm1,62,70
4930455H04Rik,0,0
Rc3h2,138,172
Gm16222,1,0
Mapk3,2158,2069
Ppie,1850,1570
Adam23,0,0
Rab26os,7,1
1700097N02Rik,145,125
Btbd35f27,0,0
Zfp939,5,6
Fndc1,0,0
Oaz1-ps,0,0
Mir669d-2,0,0
D830030K20Rik,0,0
Dcun1d2,305,194
Ddx42,2056,1954
Tmem186,116,122
Heatr9,5,3
Vmn2r117,0,0
Astn1,0,0
Uhrf1bp1,90,131
Cops2,1580,1516
Pus7,724,522
Mxra7,2,3
Nfkbie,1386,1178
Dagla,1,0
1700047M11Rik,0,0
Ppp1r10,373,390
Acot13,930,810
Nacc1,794,700
Cntnap2,0,0
Tmem114,0,0
Atg10,254,228
Fcor,1,3
Col6a2,11,18
Pla2g2d,0,0
Gstm3,0,0
Hes1,0,0
Pnn,1450,984
Gas2,279,226
Gas1,0,0
Gap43,0,0
Galr1,0,0
B4galnt2,1610,1209
Sod3,0,0
Sod1,2167,1669
Cib2,133,147
Tsfm,1292,965
Commd5,749,686
Dynll1,7925,6480
Ccdc82,432,508
Myl12b,10054,9212
Ncs1,168,282
Prelid3b,2570,2116
Nub1,3043,3107
Srp19,3198,2432
Ccdc173,37,25
Zfp991,17,8
Atp2a2,2600,3223
Hotairm2,0,0
4930415O20Rik,0,0
Oit1,0,0
Snx5,3834,3362
Serpina12,0,4
Eef1akmt1,1472,1112
A830019P07Rik,0,0
Ccdc175,0,0
Tshb,0,1
Agbl1,0,0
Mir7074,0,0
Creb5,18,5
E130309D02Rik,1147,1071
Cd99l2,427,374
Dgkz,5915,5718
Olfr124,0,0
2900079G21Rik,0,0
Gm2694,4,0
Trmt11,277,296
Sulf2,125,103
Padi1,12,14
Svs6,0,0
P4ha1,6531,6899
Pde3b,1771,2578
Mapk13,0,2
Acsm3,1,0
Lhx4,0,0
Nek2,1169,1259
Traip,289,332
Map3k1,426,366
Map2k6,161,151
Lypla2,3310,3057
Decr2,1225,1099
BC037156,0,0
Mir6361,0,0
1600019K03Rik,0,0
Ugt2b34,0,0
1700037H04Rik,909,683
Marco,0,0
Ccnl1,2121,1631
Ccdc159,10,6
Ptpn4,235,179
Gm20187,0,0
Muc5ac,0,0
Hecw2,20,27
Slc39a10,237,244
Trim66,5,5
Nek7,1287,1804
Kif14,91,182
H2ax,3380,3306
Gm14139,2,0
Moap1,1,2
Usp33,149,155
Krt222,38,34
Nfkbia,9716,10644
Ecrg4,0,0
Ndufaf7,1126,911
Cdk20,41,26
Apbb3,91,101
Prdm12,0,0
Hsd3b4,0,0
Gm24148,0,0
Hsd17b1,8,0
Lin7b,4,8
Clpp,1300,1025
Fam126b,96,47
Zfp94,27,51
Hba-a1,0,0
Has3,0,1
Hars,3340,2663
Meak7,209,223
4930481A15Rik,122,114
Mir7075,0,0
Ccdc122,61,23
Rnf7,1570,1500
Itih3,0,0
Prl7b1,0,0
Malsu1,825,636
Krtap9-3,0,0
Pmf1,1216,962
Prr29,0,3
Acyp2,5,19
Capsl,36,31
Sgf29,641,541
Ccdc103,5,4
Qdpr,2483,2006
Cfap161,0,0
Rcc1l,723,732
Mycbpap,0,2
Olfr134,0,0
Olfr133,0,0
Mir3473d,0,0
Vmn1r143,0,0
Lce1j,0,0
Ermap,0,0
Snord88a,0,0
Tmprss3,5,6
Gm14496,0,0
Scgb1b19,0,0
Spryd7,375,292
Socs3,354,243
Socs2,1402,1297
Cirbp,942,1012
Elovl3,0,0
Snora70,1,3
4930523C07Rik,490,430
Polq,53,134
Gnl1,3063,2405
Msantd4,525,329
Zfp386,864,1159
Syce1l,0,2
Sqstm1,14749,12080
Rtkn2,24,28
Atp6v0c-ps2,0,0
Mir3068,3,1
Sltm,1531,1113
Psma8,0,5
Gm2004,0,0
Cd209f,0,0
Vipr1,0,9
Hemk1,1353,1234
Alg9,1203,1219
Gm20865,0,0
Tti2,231,181
Gm26688,0,1
Mettl25,168,94
Dnaja4,337,431
Gm11681,0,0
Dtl,628,841
Itih1,0,0
Acadm,1129,1006
Trim14,500,601
Cyp4a12b,0,0
Hsbp1,1941,1903
Srsf11,3951,3281
Slc36a4,62,114
Spink6,0,0
Csrnp1,2564,2501
Krt72,0,0
1600010M07Rik,0,0
Gfod1,210,162
Krt26,0,0
Trim40,0,0
Bcorl1,67,64
Nhlh2,0,0
Srrm2,15648,12446
Cnot3,1196,926
Ddr2,0,2
Sp5,0,0
Cyp4f14,0,0
Cep72,206,208
Gm10069,26,8
Themis,2876,3889
Mir7076,0,0
Rnf8,83,75
Ncstn,2607,2648
Ctrcos,0,0
Glt8d1,477,442
Arhgef12,277,314
4930528D03Rik,0,0
Epm2a,17,16
Sim1,0,0
Cmbl,0,5
Olfr357,0,0
Olfr360,0,0
Olfr308,0,0
Olfr292,0,0
Vmn1r198,0,0
Vmn1r215,0,0
Gm10408,0,0
Il33,0,14
Bcas1os2,1,0
Nkap,727,585
1700016D06Rik,3,0
Fpgs,258,206
2310009B15Rik,285,224
Syt15,0,0
Fkrp,518,509
Ermard,133,145
Lrit2,0,0
Vmn1r12,0,0
Nppb,0,0
Lrit3,0,0
Fer1l6,0,0
4930452B06Rik,0,0
Zfp334,0,0
Bop1,2908,2464
Prkx,892,975
Apoh,0,0
Apoa2,36,33
Acbd4,256,250
Tgfbr3l,3,2
Mir129b,0,0
Rpsa,19300,14253
Sox14,0,0
Sox12,42,33
4930507D10Rik,0,0
4930459C07Rik,0,0
Zbtb34,17,22
Sirpb1b,0,0
Xpr1,629,563
Mcc,0,0
Pkn2,1075,1103
2210406O10Rik,8,4
Pfkp,22000,25322
Mir6961,0,0
Gjb2,2,2
Olfr985,0,0
Olfr982,0,0
Olfr1341,0,0
Vmn1r41,0,0
Vmn1r46,0,0
Vmn1r40,0,0
Nr4a3,636,622
Pigw,6,24
Cactin,2008,1632
Fuz,302,373
Nudt16,778,783
Atp11b,1767,2773
Mxd3,524,632
Ahcy,953,751
2210039B01Rik,0,0
Gm20257,57,32
Gm16497,0,0
Pmp22,6,0
Smg9,406,378
Mlph,0,0
Adap1,2586,2097
Ube2v2,131,159
Ndufb3,2139,1766
Mrpl51,1924,1506
Fam136a,1755,1529
Exoc2,1629,2400
Lonrf3,7,11
Spag17,0,1
Lgals6,0,0
Shisa8,0,4
Usp44,0,0
Myl3,0,0
Sec61a2,255,157
H4c14,30,27
Pcdhga10,0,0
Pcdhga7,3,0
Olfr1013,0,0
Olfr130,0,0
Olfr203,0,0
Olfr889,0,0
Olfr891,0,0
Coq6,511,535
Acot6,14,9
BB031773,0,0
Mppe1,578,510
Fam166b,0,0
Atp1b3,7029,7709
Acss2os,1,0
Gm19522,6,6
Kantr,122,80
9530051G07Rik,0,0
Olfr1416,0,0
Ms4a12,0,0
Tmtc3,5,15
Ppp2r2a,1803,1971
Gm5150,0,0
Scnn1b,0,0
Ugcg,2299,2089
4833420G17Rik,309,360
Gatm,1502,1094
Taf9,1108,968
Ovca2,177,147
Iqcf3,0,0
Itln1,11,0
Tsacc,49,44
Malat1,85776,62440
Pacrg,0,0
Znrd1,959,961
Yipf5,2468,2130
1700123O21Rik,0,0
1810034E14Rik,184,174
Trappc3l,0,0
Ctxn2,0,0
1700110C19Rik,0,0
Dpm1,5,12
Slc3a1,0,2
Timm17b,1978,1703
Dvl2,743,684
Epha5,0,0
Epha4,0,0
Utf1,65,89
Nbl1,17,13
Fam189b,1603,1753
Lhx1os,0,0
Polr3a,438,582
E2f1,1159,1077
Neurog2,0,0
Gxylt2,0,0
Zfp300,2,8
Krtap1-5,0,0
Olfr347,0,0
Olfr351,0,0
4933428M09Rik,0,0
Ankrd13c,943,981
Ltf,0,0
Rnase4,25,18
Pim1,990,988
Olfr544,0,0
Vps13a,705,632
Ankmy1,1,8
Olfml2b,5,12
Olfr495,0,0
Olfr19,0,0
Olfr958,0,0
Olfr186,0,0
Arxes1,4,5
Aagab,857,939
Snrnp35,163,159
Natd1,251,288
Fxyd1,2,7
Madd,1537,1899
Taok2,502,585
Tdgf1,0,0
Ndufa6,1945,1734
Wdr38,0,0
Frmd8,7096,6729
Pinc,0,0
Rnf11,1209,1078
4930519F24Rik,0,0
Ccl21b,0,0
Cryaa,0,0
Hapln1,0,0
Cr1l,1905,1623
Elmod3,532,436
Ccr2,2261,1661
Ccr3,35,22
Ccr9,1,1
Dnah17,5,16
Fam71d,2,0
2410022M11Rik,103,109
Dhrs13os,0,1
Mrpl40,2437,1988
Mir509,0,0
Mir467d,0,0
Mir467c,0,0
Mir466f-3,0,0
Mesp1,0,0
Lgals4,0,1
Nr1h3,20,11
Mterf4,269,275
Plat,0,0
Ptgfr,0,0
Ptger2,167,156
Ptgds,0,0
Top3a,588,555
Casq1,0,4
Zfp750,4,3
Pced1a,420,322
Gm3336,17,9
Krtap20-2,0,0
Gm14434,0,0
Pira2,0,0
Zmym4,241,416
Fam151b,36,35
Pira4,0,0
Dok6,0,0
Dnaja3,1092,1124
Osgepl1,457,478
Rimbp3,12,0
Acta1,5,3
Fam174c,510,359
Casz1,30,6
Gm6607,1,0
Olfr856-ps1,0,0
Olfr947-ps1,0,0
BC025920,13,14
Gm33104,111,116
Cdc7,201,224
Arxes2,140,109
Lrp2bp,1,3
Selenon,917,936
Elovl5,2120,2681
2500002B13Rik,97,96
Ank2,0,0
Tusc3,1505,1429
Apold1,35,86
Gm14548,0,0
Serinc4,4,3
2610307P16Rik,0,3
Xab2,1940,1819
Vat1,175,128
Ihh,0,0
Arl13b,262,181
Myh9,12232,12864
Mir466j,0,0
Mir466f-4,0,0
Mir669f,0,0
Mir669d,0,0
Gpr142,1,0
Clint1,2559,2807
Nptx2,0,0
Mir9-3hg,0,0
4930423M02Rik,0,0
Cysltr2,245,211
Scarna6,1,0
Scarna3a,0,0
Snora20,0,0
AF357359,0,0
Taf12,2059,1778
Fcmr,65,66
Rhox11,0,0
Oaz1,4,1
Mir8098,0,0
Letm1,3461,3201
2410021H03Rik,0,0
D130009I18Rik,0,0
2810403D21Rik,58,41
Malrd1,0,0
Gm14812,0,0
Mir3066,0,0
Skint1,0,0
Trim12a,355,318
Reps1,1305,1138
Gm15881,0,0
Samt1b,0,0
EU599041,0,0
Gml,0,0
Tkt,12265,10383
H2ap,0,0
4933402N22Rik,4,12
Olfr743,0,0
Gm6588,0,0
Defa30,0,0
Zfp182,74,131
Surf6,656,611
Terf2ip,691,552
Atp5j2,5941,4559
Angptl4,575,427
Cxcl13,0,0
2810021J22Rik,70,65
Mir6372,0,0
Mir6374,0,0
Mir6373,0,0
Cant1,634,730
Mir669a-11,0,0
Olfr1213,0,0
Ecd,2507,2100
5730455P16Rik,279,299
Tmem160,4224,3454
Abo,0,0
Tmem82,0,1
Fam83f,7,7
Gm6639,0,0
9130227L01Rik,0,0
Mir1906-2,0,0
Ache,5,1
Egr3,509,449
Gm20300,43,58
Kbtbd8,46,4
Mlh3,28,77
Gm21761,0,0
Usp10,1313,1443
Morf4l1,1904,1624
Pla2g15,415,347
Taf5l,1374,1251
Elof1,1601,1222
Nod1,173,194
Sln,0,1
Brsk2,0,2
2610002M06Rik,166,138
Bcas2,2904,2400
Qtrt2,95,26
Adgrg5,1333,1498
Parp10,1213,1057
1700016H13Rik,1,0
Mapk4,0,0
Pggt1b,248,219
Uchl1os,0,1
6030469F06Rik,0,0
Col6a3,5,7
Glg1,3987,4353
Tmem131,841,966
Olfr1101,0,0
Olfr1085,0,0
Olfr1022,0,0
Gpr132,486,479
Olfr1023,0,0
Olfr1018,0,0
Glrp1,31,25
Adam12,0,0
4930431P03Rik,0,6
Gm20337,28,19
C1qtnf5,0,0
Tspan31,6694,6547
Ovol1,31,12
Tbc1d10a,1264,1267
Plekhd1os,0,0
Arl1,1665,1414
Cfap53,1,0
Arl13a,0,1
Gemin2,533,528
Scarletltr,0,0
Capn13,0,0
Cdip1,376,349
Slc25a27,8,1
Mir6903,0,0
Neurl1a,0,0
Gins1,241,261
Dbt,302,272
Eif1a,2404,1979
Ehd1,7811,6989
9530053A07Rik,4,5
Neurod4,0,0
Adamts15,0,0
Mir1912,0,0
Rufy4,0,3
1810008I18Rik,0,0
Snora75,1,1
Herc3,885,1190
Mir6899,0,0
Tlcd5,5,3
Gm4565,0,0
Rnf6,1571,1592
Slf1,294,368
Coa3,2021,1940
Bcas1,32,13
Nup62,2797,2894
Zscan10,9,0
Rnd3,0,3
P2ry13,65,30
Gbe1,729,1110
Cox4i2,3,3
Ankrd40,1432,1180
Prrx2,0,0
Adat3,251,242
Pip4p1,456,359
5031425F14Rik,18,4
Psmd6,3734,3423
Vmn2r82,0,0
Vsig8,2,4
Sec16b,0,0
Gm24572,0,0
Psmd1,4690,4321
Gm17019,0,0
Ncoa5,636,612
Olfr98,0,0
Rskr,0,4
Atp1a4,0,0
Spns3,373,229
Pnrc2,890,885
Snrnp48,396,302
Lancl3,15,7
Tdpoz4,0,0
Tdpoz3,0,0
C1ql2,0,0
Plac9a,0,0
Cd300e,0,0
Mir3961,0,0
Vopp1,402,458
Stk33,0,0
Tmprss11f,1,0
4930568D16Rik,0,0
Mir3544,0,0
4930405A10Rik,0,0
Gnptg,1563,1417
Tssk2,0,0
Tssk1,0,0
Ctr9,1205,1229
Gstz1,282,249
Tmem30c,0,0
Naa40,1188,1009
Ubqln5,0,0
Efcab8,17,6
Mir3072,0,0
Mir3099,0,0
Myo7b,0,0
4930539N22Rik,0,0
A930002C04Rik,0,0
Mir466e,0,0
Gria1,0,0
4931419H13Rik,0,0
Cd300ld5,0,0
Prdm9,58,35
Pnp2,53,35
Ftsj1,618,642
Pcgf1,158,116
Emc10,3675,3502
Trim37,805,982
Rdh5,9,0
F630042J09Rik,3,0
Cbfb,2329,2756
Slitrk2,4,2
4930480G23Rik,0,0
Bri3bp,1914,1405
Ptpn2,2316,2185
Pou3f2,0,0
Dffa,654,472
4930565D16Rik,0,0
Gm10745,0,0
Gm20752,0,0
Abcb1b,436,381
Dtymk,1413,1273
Sult1e1,0,0
Hmgb4,0,0
Cck,0,0
Dnajc24,396,425
Vmn2r11,0,0
Tmem35b,669,642
Gm15941,6,3
Mrtfa,634,482
Pla2g12b,0,2
Pmel,1,33
Trim54,0,0
H2-Q1,2,1
Anxa10,0,0
Cyp2b10,0,0
Ceacam14,0,0
LOC100862268,0,0
BC061195,0,0
Ccdc166,239,139
Gm15787,7,4
Blvrb,275,256
Mospd2,97,135
Abi3bp,1,0
Ints6l,50,88
Gm6803,0,0
A730046J19Rik,0,0
Nphp1,164,139
Snora15,0,1
Cldn11,0,0
Mir1930,0,0
2700054A10Rik,0,0
Lrig1,315,508
Frrs1l,4,0
Ywhaq,1962,1798
Ywhah,8042,7804
Igfbp5,3,0
Igfbp4,4284,5474
Anxa11,954,900
Lime1,4278,4115
Gm9839,0,0
Foxj3,205,202
Sall3,0,0
Igfbp2,15,0
Olfr1423,0,0
Olfr1427,0,0
Gm13288,0,0
C1qtnf12,144,197
Mir7039,0,0
Abcd3,353,430
Gm2848,0,0
Gm10445,0,0
Cchcr1,567,474
Kcnn3,0,0
Ppp1r3a,0,0
Zdhhc14,22,12
Mir669j,0,0
Ccdc172,0,0
Lsm14b,120,120
2310081J21Rik,0,0
Vmn2r98,0,0
Vmn2r97,0,0
Shank2,0,1
Pde6c,0,0
Usp43,0,0
D3Ertd751e,133,96
2810405F15Rik,0,0
Cer1,0,0
Celsr1,443,392
Cdk8,424,395
Grip1os1,0,0
Gpr39,0,0
Rpl23,4328,2870
Izumo1r,85,179
4933412E24Rik,0,0
Ctdspl,22,24
Zfp940,132,117
Grip1os2,0,0
Xirp2,0,0
1700064J06Rik,0,0
Ccdc112,80,46
Rps6ka2,50,36
Nr1i3,0,0
1700042G07Rik,0,0
Nfx1,1808,1921
Ivns1abp,2198,2813
Cyp4a29,0,0
Hoxb1,0,0
Hoxa4,0,0
Defa39,0,0
Rexo5,596,583
Kpna3,1536,1624
Tk2,578,556
Nmnat1,266,266
Wdr11,551,552
Ccdc201,0,0
Zfp260,234,294
Itga4,103,108
Mir6959,0,0
Eme2,145,136
Zfp2,2,8
Sp7,0,0
5730420D15Rik,16,17
Mir6913,0,0
Mir6922,0,0
Clhc1,9,4
Cotl1,7490,6203
Degs2,11,8
Cdhr5,0,0
Adra1a,0,0
Tmod4,0,0
Rapgef2,217,150
Med26,350,265
Ankrd24,58,52
Prf1,38317,26602
Cyp7a1,0,0
Gm10814,1,6
Defb30,0,0
Gm14634,11,6
Polr1c,1251,866
Csf1,95,178
Cryge,0,0
Epx,0,0
Scn10a,0,0
Ly6a,32456,37653
Slc17a5,167,174
Alad,2800,2281
Arfip1,584,615
Snora26,0,0
Kdsr,559,650
Gm6902,0,0
Gm5084,0,0
1700056E22Rik,57,37
Itpripl1,547,545
Tmem200b,0,0
Cldn34d,0,0
Nlrx1,382,378
Gm4814,0,0
Aadacl2fm3,0,0
Sypl2,0,0
Myt1,0,0
Tbc1d25,304,482
Cacna1e,0,0
Gm10228,0,0
Gm19345,2,2
S100a2,7,7
Hbb-bs,0,0
Armcx4,47,47
Gm20878,0,0
Rtl8c,199,207
Gm572,0,0
Ankrd50,657,685
Prss41,12,7
Tbx1,0,0
Scrib,318,287
Septin11,7209,7183
Poldip3,3152,2967
Hmx3,4,1
Gm16291,0,0
Rbak,67,107
Kif19a,125,71
Slfn8,322,245
Cyp17a1,0,0
Gmcl1,1014,1164
Cpxm2,0,0
Nmu,0,0
Olfr223,0,0
1700096J18Rik,0,0
6530411M01Rik,0,0
4930583K01Rik,0,10
Virma,1607,1801
Ccn1,0,0
Igf2r,1506,1480
Pdpn,36,18
Kif11,1156,1738
Khsrp,2094,2018
Zc3h7a,695,715
1700012I11Rik,4,0
Hsdl2,915,932
Naxe,2832,2460
Cyp2a12,0,0
Acsl6,1,0
9530026F06Rik,0,0
Mup14,0,0
8030443G20Rik,0,0
9330162012Rik,0,0
Bckdhb,137,106
Tas2r130,0,0
Tas2r110,0,0
Ppp1r37,154,132
Myo18b,14,15
Tmf1,1137,968
Slit2,1,1
Rhoa,9437,8547
Krt16,0,0
4933436H12Rik,0,0
Elmo1,2601,2924
Gm5128,0,0
Megf9,94,68
Gba2,354,496
Opn3,89,81
Fcer1a,0,0
Fbrs,555,401
Ppbp,0,0
Dut,4545,3730
Tfpi,48,31
Grin2c,0,0
Msc,217,243
Atp8b3,6,1
Tmem89,0,0
Smpd3,5,4
Mccc1,370,395
Olfr628,0,0
Olfr666,0,0
Olfr676,0,0
Olfr606,0,0
Olfr558,0,0
Olfr561,0,0
Olfr568,0,0
Olfr572,0,0
Olfr585,0,0
Man2b2,1940,1772
Man2a1,445,626
Bicd1,32,8
Rbl1,514,523
Rwdd2a,82,56
Ovol2,7,5
Olfr1325,0,0
Olfr190,0,0
Olfr1277,0,0
Erp27,12,2
Trim7,133,79
Bmp2k,288,288
Golt1b,1603,1715
Swsap1,83,109
Eef1b2,5813,4033
6330415B21Rik,0,0
F420014N23Rik,10,3
Atg4c,11,15
Parp4,544,499
Aqp1,0,0
Sfi1,114,109
Lce1l,0,0
Gclc,532,633
Lce1a2,0,0
Bet1,1079,759
Lce1c,0,0
1110028F11Rik,0,0
Gm16894,9,1
Pml,1074,1008
Tspy-ps,0,0
2210010C04Rik,0,2
Fam170a,0,0
BC051226,15,21
Ift43,263,161
Tigar,284,268
Synm,0,6
Ticam1,390,290
Cdh22,0,0
Cyth1,1331,1529
